Settlement,StatisticGroup,StatisticGroupKod,Year,Count,NumResidents,CrimeRate,DistrictName
יאנוח-ג'ת,עבירות כלפי המוסר,600,2022,7,6930,0.10%,צפון
יאנוח-ג'ת,עבירות כלפי הרכוש,700,2022,19,6930,0.27%,צפון
יאנוח-ג'ת,עבירות מרמה,800,2022,5,6930,0.07%,צפון
יאנוח-ג'ת,עבירות נגד גוף,400,2022,22,6930,0.32%,צפון
יאנוח-ג'ת,עבירות סדר ציבורי,200,2022,45,6930,0.65%,צפון
יאנוח-ג'ת,עבירות תנועה,10000,2022,1,6930,0.01%,צפון
יאנוח-ג'ת,כל העבירות,-2,2022,107,6930,1.54%,צפון
יבנאל,עבירות בטחון,100,2022,2,4542,0.04%,צפון
יבנאל,עבירות כלכליות,900,2022,1,4542,0.02%,צפון
יבנאל,עבירות כלפי המוסר,600,2022,10,4542,0.22%,צפון
יבנאל,עבירות כלפי הרכוש,700,2022,47,4542,1.03%,צפון
יבנאל,עבירות מין,500,2022,18,4542,0.40%,צפון
יבנאל,עבירות מרמה,800,2022,1,4542,0.02%,צפון
יבנאל,עבירות נגד גוף,400,2022,31,4542,0.68%,צפון
יבנאל,עבירות סדר ציבורי,200,2022,86,4542,1.89%,צפון
יבנאל,עבירות רשוי,1100,2022,2,4542,0.04%,צפון
יבנאל,עבירות תנועה,10000,2022,1,4542,0.02%,צפון
יבנאל,כל העבירות,-2,2022,199,4542,4.38%,צפון
יבנה,סעיפי הגדרה,1300,2022,1,56232,0.00%,מרכז
יבנה,עבירות בטחון,100,2022,8,56232,0.01%,מרכז
יבנה,עבירות כלכליות,900,2022,9,56232,0.02%,מרכז
יבנה,עבירות כלפי המוסר,600,2022,94,56232,0.17%,מרכז
יבנה,עבירות כלפי הרכוש,700,2022,568,56232,1.01%,מרכז
יבנה,עבירות מין,500,2022,35,56232,0.06%,מרכז
יבנה,עבירות מנהליות,1000,2022,1,56232,0.00%,מרכז
יבנה,עבירות מרמה,800,2022,104,56232,0.18%,מרכז
יבנה,עבירות נגד אדם,300,2022,1,56232,0.00%,מרכז
יבנה,עבירות נגד גוף,400,2022,307,56232,0.55%,מרכז
יבנה,עבירות סדר ציבורי,200,2022,654,56232,1.16%,מרכז
יבנה,עבירות רשוי,1100,2022,11,56232,0.02%,מרכז
יבנה,עבירות תנועה,10000,2022,17,56232,0.03%,מרכז
יבנה,כל העבירות,-2,2022,1810,56232,3.22%,מרכז
ים המלח בתי מלון,עבירות בטחון,100,2022,2,2103,0.10%,ירושלים
ים המלח בתי מלון,עבירות כלכליות,900,2022,1,2103,0.05%,ירושלים
ים המלח בתי מלון,עבירות כלפי המוסר,600,2022,11,2103,0.52%,ירושלים
ים המלח בתי מלון,עבירות כלפי הרכוש,700,2022,216,2103,10.27%,ירושלים
ים המלח בתי מלון,עבירות מין,500,2022,15,2103,0.71%,ירושלים
ים המלח בתי מלון,עבירות מנהליות,1000,2022,1,2103,0.05%,ירושלים
ים המלח בתי מלון,עבירות מרמה,800,2022,7,2103,0.33%,ירושלים
ים המלח בתי מלון,עבירות נגד גוף,400,2022,37,2103,1.76%,ירושלים
ים המלח בתי מלון,עבירות סדר ציבורי,200,2022,75,2103,3.57%,ירושלים
ים המלח בתי מלון,עבירות תנועה,10000,2022,5,2103,0.24%,ירושלים
ים המלח בתי מלון,כל העבירות,-2,2022,370,2103,17.59%,ירושלים
יפיע,עבירות בטחון,100,2022,23,19704,0.12%,צפון
יפיע,עבירות כלכליות,900,2022,4,19704,0.02%,צפון
יפיע,עבירות כלפי המוסר,600,2022,30,19704,0.15%,צפון
יפיע,עבירות כלפי הרכוש,700,2022,70,19704,0.36%,צפון
יפיע,עבירות מין,500,2022,2,19704,0.01%,צפון
יפיע,עבירות מרמה,800,2022,10,19704,0.05%,צפון
יפיע,עבירות נגד אדם,300,2022,2,19704,0.01%,צפון
יפיע,עבירות נגד גוף,400,2022,102,19704,0.52%,צפון
יפיע,עבירות סדר ציבורי,200,2022,172,19704,0.87%,צפון
יפיע,כל העבירות,-2,2022,415,19704,2.11%,צפון
יקנעם עילית,עבירות בטחון,100,2022,5,24617,0.02%,צפון
יקנעם עילית,עבירות כלכליות,900,2022,1,24617,0.00%,צפון
יקנעם עילית,עבירות כלפי המוסר,600,2022,66,24617,0.27%,צפון
יקנעם עילית,עבירות כלפי הרכוש,700,2022,160,24617,0.65%,צפון
יקנעם עילית,עבירות מין,500,2022,13,24617,0.05%,צפון
יקנעם עילית,עבירות מנהליות,1000,2022,1,24617,0.00%,צפון
יקנעם עילית,עבירות מרמה,800,2022,25,24617,0.10%,צפון
יקנעם עילית,עבירות נגד גוף,400,2022,79,24617,0.32%,צפון
יקנעם עילית,עבירות סדר ציבורי,200,2022,199,24617,0.81%,צפון
יקנעם עילית,עבירות תנועה,10000,2022,1,24617,0.00%,צפון
יקנעם עילית,כל העבירות,-2,2022,550,24617,2.23%,צפון
ירוחם,עבירות בטחון,100,2022,7,11170,0.06%,דרום
ירוחם,עבירות כלכליות,900,2022,4,11170,0.04%,דרום
ירוחם,עבירות כלפי המוסר,600,2022,32,11170,0.29%,דרום
ירוחם,עבירות כלפי הרכוש,700,2022,202,11170,1.81%,דרום
ירוחם,עבירות מין,500,2022,8,11170,0.07%,דרום
ירוחם,עבירות מרמה,800,2022,18,11170,0.16%,דרום
ירוחם,עבירות נגד גוף,400,2022,83,11170,0.74%,דרום
ירוחם,עבירות סדר ציבורי,200,2022,244,11170,2.18%,דרום
ירוחם,עבירות רשוי,1100,2022,2,11170,0.02%,דרום
ירוחם,עבירות תנועה,10000,2022,2,11170,0.02%,דרום
ירוחם,כל העבירות,-2,2022,602,11170,5.39%,דרום
ירושלים,סעיפי הגדרה,1300,2022,54,981711,0.01%,ירושלים
ירושלים,עבירות בטחון,100,2022,2768,981711,0.28%,ירושלים
ירושלים,עבירות כלכליות,900,2022,434,981711,0.04%,ירושלים
ירושלים,עבירות כלפי המוסר,600,2022,1385,981711,0.14%,ירושלים
ירושלים,עבירות כלפי הרכוש,700,2022,9469,981711,0.96%,ירושלים
ירושלים,עבירות מין,500,2022,734,981711,0.07%,ירושלים
ירושלים,עבירות מנהליות,1000,2022,19,981711,0.00%,ירושלים
ירושלים,עבירות מרמה,800,2022,1861,981711,0.19%,ירושלים
ירושלים,עבירות נגד אדם,300,2022,80,981711,0.01%,ירושלים
ירושלים,עבירות נגד גוף,400,2022,5966,981711,0.61%,ירושלים
ירושלים,עבירות סדר ציבורי,200,2022,12810,981711,1.30%,ירושלים
ירושלים,עבירות רשוי,1100,2022,96,981711,0.01%,ירושלים
ירושלים,עבירות תנועה,10000,2022,172,981711,0.02%,ירושלים
ירושלים,שאר עבירות,1200,2022,8,981711,0.00%,ירושלים
ירושלים,כל העבירות,-2,2022,35856,981711,3.65%,ירושלים
ירכא,עבירות בטחון,100,2022,32,17759,0.18%,צפון
ירכא,עבירות כלכליות,900,2022,7,17759,0.04%,צפון
ירכא,עבירות כלפי המוסר,600,2022,27,17759,0.15%,צפון
ירכא,עבירות כלפי הרכוש,700,2022,156,17759,0.88%,צפון
ירכא,עבירות מין,500,2022,5,17759,0.03%,צפון
ירכא,עבירות מרמה,800,2022,18,17759,0.10%,צפון
ירכא,עבירות נגד אדם,300,2022,3,17759,0.02%,צפון
ירכא,עבירות נגד גוף,400,2022,143,17759,0.81%,צפון
ירכא,עבירות סדר ציבורי,200,2022,300,17759,1.69%,צפון
ירכא,עבירות רשוי,1100,2022,9,17759,0.05%,צפון
ירכא,עבירות תנועה,10000,2022,4,17759,0.02%,צפון
ירכא,שאר עבירות,1200,2022,1,17759,0.01%,צפון
ירכא,כל העבירות,-2,2022,705,17759,3.97%,צפון
כאבול,עבירות בטחון,100,2022,19,14628,0.13%,צפון
כאבול,עבירות כלכליות,900,2022,8,14628,0.05%,צפון
כאבול,עבירות כלפי המוסר,600,2022,18,14628,0.12%,צפון
כאבול,עבירות כלפי הרכוש,700,2022,72,14628,0.49%,צפון
כאבול,עבירות מין,500,2022,1,14628,0.01%,צפון
כאבול,עבירות מרמה,800,2022,10,14628,0.07%,צפון
כאבול,עבירות נגד גוף,400,2022,53,14628,0.36%,צפון
כאבול,עבירות סדר ציבורי,200,2022,148,14628,1.01%,צפון
כאבול,עבירות רשוי,1100,2022,3,14628,0.02%,צפון
כאבול,עבירות תנועה,10000,2022,7,14628,0.05%,צפון
כאבול,כל העבירות,-2,2022,339,14628,2.32%,צפון
כאוכב אבו אל היגא,עבירות כלפי המוסר,600,2022,3,3773,0.08%,צפון
כאוכב אבו אל היגא,עבירות כלפי הרכוש,700,2022,16,3773,0.42%,צפון
כאוכב אבו אל היגא,עבירות מרמה,800,2022,1,3773,0.03%,צפון
כאוכב אבו אל היגא,עבירות נגד גוף,400,2022,14,3773,0.37%,צפון
כאוכב אבו אל היגא,עבירות סדר ציבורי,200,2022,46,3773,1.22%,צפון
כאוכב אבו אל היגא,כל העבירות,-2,2022,80,3773,2.12%,צפון
כסיפה,עבירות בטחון,100,2022,31,23990,0.13%,דרום
כסיפה,עבירות כלכליות,900,2022,6,23990,0.03%,דרום
כסיפה,עבירות כלפי המוסר,600,2022,4,23990,0.02%,דרום
כסיפה,עבירות כלפי הרכוש,700,2022,103,23990,0.43%,דרום
כסיפה,עבירות מין,500,2022,4,23990,0.02%,דרום
כסיפה,עבירות מרמה,800,2022,15,23990,0.06%,דרום
כסיפה,עבירות נגד אדם,300,2022,4,23990,0.02%,דרום
כסיפה,עבירות נגד גוף,400,2022,99,23990,0.41%,דרום
כסיפה,עבירות סדר ציבורי,200,2022,395,23990,1.65%,דרום
כסיפה,עבירות רשוי,1100,2022,6,23990,0.03%,דרום
כסיפה,עבירות תנועה,10000,2022,6,23990,0.03%,דרום
כסיפה,כל העבירות,-2,2022,673,23990,2.81%,דרום
כסרא-סמיע,עבירות בטחון,100,2022,4,9223,0.04%,צפון
כסרא-סמיע,עבירות כלכליות,900,2022,4,9223,0.04%,צפון
כסרא-סמיע,עבירות כלפי המוסר,600,2022,6,9223,0.07%,צפון
כסרא-סמיע,עבירות כלפי הרכוש,700,2022,22,9223,0.24%,צפון
כסרא-סמיע,עבירות מין,500,2022,1,9223,0.01%,צפון
כסרא-סמיע,עבירות מרמה,800,2022,6,9223,0.07%,צפון
כסרא-סמיע,עבירות נגד גוף,400,2022,33,9223,0.36%,צפון
כסרא-סמיע,עבירות סדר ציבורי,200,2022,61,9223,0.66%,צפון
כסרא-סמיע,עבירות תנועה,10000,2022,4,9223,0.04%,צפון
כסרא-סמיע,כל העבירות,-2,2022,141,9223,1.53%,צפון
כעביה טבאש חג'אג'רה,עבירות בטחון,100,2022,14,5878,0.24%,צפון
כעביה טבאש חג'אג'רה,עבירות כלכליות,900,2022,2,5878,0.03%,צפון
כעביה טבאש חג'אג'רה,עבירות כלפי המוסר,600,2022,5,5878,0.09%,צפון
כעביה טבאש חג'אג'רה,עבירות כלפי הרכוש,700,2022,54,5878,0.92%,צפון
כעביה טבאש חג'אג'רה,עבירות מין,500,2022,1,5878,0.02%,צפון
כעביה טבאש חג'אג'רה,עבירות מרמה,800,2022,4,5878,0.07%,צפון
כעביה טבאש חג'אג'רה,עבירות נגד אדם,300,2022,3,5878,0.05%,צפון
כעביה טבאש חג'אג'רה,עבירות נגד גוף,400,2022,54,5878,0.92%,צפון
כעביה טבאש חג'אג'רה,עבירות סדר ציבורי,200,2022,112,5878,1.91%,צפון
כעביה טבאש חג'אג'רה,עבירות תנועה,10000,2022,5,5878,0.09%,צפון
כעביה טבאש חג'אג'רה,כל העבירות,-2,2022,254,5878,4.32%,צפון
כפר ורדים,עבירות בטחון,100,2022,1,5562,0.02%,צפון
כפר ורדים,עבירות כלפי המוסר,600,2022,15,5562,0.27%,צפון
כפר ורדים,עבירות כלפי הרכוש,700,2022,24,5562,0.43%,צפון
כפר ורדים,עבירות מין,500,2022,3,5562,0.05%,צפון
כפר ורדים,עבירות מרמה,800,2022,4,5562,0.07%,צפון
כפר ורדים,עבירות נגד גוף,400,2022,12,5562,0.22%,צפון
כפר ורדים,עבירות סדר ציבורי,200,2022,46,5562,0.83%,צפון
כפר ורדים,עבירות תנועה,10000,2022,3,5562,0.05%,צפון
כפר ורדים,כל העבירות,-2,2022,108,5562,1.94%,צפון
כפר יאסיף,סעיפי הגדרה,1300,2022,2,10394,0.02%,צפון
כפר יאסיף,עבירות בטחון,100,2022,17,10394,0.16%,צפון
כפר יאסיף,עבירות כלכליות,900,2022,9,10394,0.09%,צפון
כפר יאסיף,עבירות כלפי המוסר,600,2022,82,10394,0.79%,צפון
כפר יאסיף,עבירות כלפי הרכוש,700,2022,199,10394,1.91%,צפון
כפר יאסיף,עבירות מין,500,2022,5,10394,0.05%,צפון
כפר יאסיף,עבירות מרמה,800,2022,27,10394,0.26%,צפון
כפר יאסיף,עבירות נגד אדם,300,2022,3,10394,0.03%,צפון
כפר יאסיף,עבירות נגד גוף,400,2022,100,10394,0.96%,צפון
כפר יאסיף,עבירות סדר ציבורי,200,2022,325,10394,3.13%,צפון
כפר יאסיף,עבירות רשוי,1100,2022,1,10394,0.01%,צפון
כפר יאסיף,עבירות תנועה,10000,2022,4,10394,0.04%,צפון
כפר יאסיף,כל העבירות,-2,2022,774,10394,7.45%,צפון
כפר יונה,סעיפי הגדרה,1300,2022,1,29450,0.00%,מרכז
כפר יונה,עבירות בטחון,100,2022,5,29450,0.02%,מרכז
כפר יונה,עבירות כלכליות,900,2022,6,29450,0.02%,מרכז
כפר יונה,עבירות כלפי המוסר,600,2022,31,29450,0.11%,מרכז
כפר יונה,עבירות כלפי הרכוש,700,2022,404,29450,1.37%,מרכז
כפר יונה,עבירות מין,500,2022,8,29450,0.03%,מרכז
כפר יונה,עבירות מרמה,800,2022,27,29450,0.09%,מרכז
כפר יונה,עבירות נגד גוף,400,2022,127,29450,0.43%,מרכז
כפר יונה,עבירות סדר ציבורי,200,2022,289,29450,0.98%,מרכז
כפר יונה,עבירות רשוי,1100,2022,1,29450,0.00%,מרכז
כפר יונה,עבירות תנועה,10000,2022,16,29450,0.05%,מרכז
כפר יונה,כל העבירות,-2,2022,915,29450,3.11%,מרכז
כפר כנא,סעיפי הגדרה,1300,2022,1,24108,0.00%,צפון
כפר כנא,עבירות בטחון,100,2022,72,24108,0.30%,צפון
כפר כנא,עבירות כלכליות,900,2022,14,24108,0.06%,צפון
כפר כנא,עבירות כלפי המוסר,600,2022,61,24108,0.25%,צפון
כפר כנא,עבירות כלפי הרכוש,700,2022,126,24108,0.52%,צפון
כפר כנא,עבירות מין,500,2022,3,24108,0.01%,צפון
כפר כנא,עבירות מרמה,800,2022,74,24108,0.31%,צפון
כפר כנא,עבירות נגד אדם,300,2022,3,24108,0.01%,צפון
כפר כנא,עבירות נגד גוף,400,2022,131,24108,0.54%,צפון
כפר כנא,עבירות סדר ציבורי,200,2022,503,24108,2.09%,צפון
כפר כנא,עבירות רשוי,1100,2022,3,24108,0.01%,צפון
כפר כנא,עבירות תנועה,10000,2022,15,24108,0.06%,צפון
כפר כנא,כל העבירות,-2,2022,1006,24108,4.17%,צפון
כפר מנדא,עבירות בטחון,100,2022,14,21473,0.07%,צפון
כפר מנדא,עבירות כלכליות,900,2022,3,21473,0.01%,צפון
כפר מנדא,עבירות כלפי המוסר,600,2022,79,21473,0.37%,צפון
כפר מנדא,עבירות כלפי הרכוש,700,2022,169,21473,0.79%,צפון
כפר מנדא,עבירות מין,500,2022,8,21473,0.04%,צפון
כפר מנדא,עבירות מרמה,800,2022,28,21473,0.13%,צפון
כפר מנדא,עבירות נגד אדם,300,2022,1,21473,0.00%,צפון
כפר מנדא,עבירות נגד גוף,400,2022,129,21473,0.60%,צפון
כפר מנדא,עבירות סדר ציבורי,200,2022,222,21473,1.03%,צפון
כפר מנדא,עבירות רשוי,1100,2022,5,21473,0.02%,צפון
כפר מנדא,עבירות תנועה,10000,2022,4,21473,0.02%,צפון
כפר מנדא,כל העבירות,-2,2022,662,21473,3.08%,צפון
כפר סבא,סעיפי הגדרה,1300,2022,10,101556,0.01%,מרכז
כפר סבא,עבירות בטחון,100,2022,10,101556,0.01%,מרכז
כפר סבא,עבירות כלכליות,900,2022,32,101556,0.03%,מרכז
כפר סבא,עבירות כלפי המוסר,600,2022,135,101556,0.13%,מרכז
כפר סבא,עבירות כלפי הרכוש,700,2022,1768,101556,1.74%,מרכז
כפר סבא,עבירות מין,500,2022,53,101556,0.05%,מרכז
כפר סבא,עבירות מרמה,800,2022,224,101556,0.22%,מרכז
כפר סבא,עבירות נגד אדם,300,2022,4,101556,0.00%,מרכז
כפר סבא,עבירות נגד גוף,400,2022,409,101556,0.40%,מרכז
כפר סבא,עבירות סדר ציבורי,200,2022,860,101556,0.85%,מרכז
כפר סבא,עבירות רשוי,1100,2022,3,101556,0.00%,מרכז
כפר סבא,עבירות תנועה,10000,2022,47,101556,0.05%,מרכז
